Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info,ENL_Engine_Run_Start_Times,MOP_Engine_Run_Start_Times,RPM_Engine_Run_Start_Times,ENL_Engine_Run_Altitudes_MSL,MOP_Engine_Run_Altitudes_MSL,RPM_Engine_Run_Altitudes_MSL,ENL_Engine_Run_Altitudes_AGL,MOP_Engine_Run_Altitudes_AGL,RPM_Engine_Run_Altitudes_AGL,ENL_Noise_Registration_Times,MOP_Noise_Registration_Times,RPM_Noise_Registration_Times,ENL_Noise_Registration_Altitudes_AGL,MOP_Noise_Registration_Altitudes_AGL,RPM_Noise_Registration_Altitudes_AGL
08/22/2024,4536-9241100488.igc,EB29R, 5:41:44,182408,000552,HOME,938,11230[9095],286,261,-25,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=182408 and: 938 msl [13 agl]; Height gain/loss is: 2011
EB29R Motor noise registered by ENL sensor at t=['182409', '182804'] and [13, 2083]AGL",182408,,,938,,,13.0,,,"182409,182804",,,"13.0,2083.0",,
08/28/2024,4536-9241100569.igc,EB29R,3:15:59,180737,212336,HOME,931,6230[5650],284,238,-46,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=180737 and: 921 msl [-26 agl]; Height gain/loss is: 2054
EB29R's ENL monitor reports Engine Run 8 minutes, starts at T=205118 and: 1397 msl [771 agl]; Height gain/loss is: 4032
EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=211248 and: 2217 msl [1453 agl]; Height gain/loss is: 607
EB29R Motor noise registered by ENL sensor at t=['180738', '181247', '181422', '181423', '205118', '205926', '205929', '205930', '211248', '211610', '211613', '211614', '212310', '212312', '212319', '212321', '212327', '212328'] and [-26, 2096, 2628, 2638, 771, 4829, 4826, 4826, 1453, 1988, 1991, 1988, 59, 59, 75, 75, 82, 82]AGL","180737,205118,211248",,,"921,1397,2217",,,"-26.0,771.0,1453.0",,,"180738,181247,181422,181423,205118,205926,205929,205930,211248,211610,211613,211614,212310,212312,212319,212321,212327,212328",,,"-26.0,2096.0,2628.0,2638.0,771.0,4829.0,4826.0,4826.0,1453.0,1988.0,1991.0,1988.0,59.0,59.0,75.0,75.0,82.0,82.0",,
08/11/2024,4536-9239003161.igc,JS-3-18m,4:15:23,181719,223242,HOME,931,6824[6218],284,245,-39,"JS-3-18m's RPM monitor reports Engine Run 198 minutes, starts at T=182344 and: 3198 msl [2342 agl]; Height gain/loss is: 2241",,,182344,,,3198,,,2342.0,,,,,,
08/12/2024,4536-9239003196.igc,Ventus3M,3:39:39,182852,220831,HOME,938,6866[5895],286,258,-28,"Ventus3M's MOP monitor reports Engine Run 3 minutes, starts at T=182852 and: 941 msl [10 agl]; Height gain/loss is: 1637
Ventus3M Motor noise registered by ENL sensor at t=['182904', '183200'] and [88, 1641]AGL
Ventus3M Motor noise registered by MOP sensor at t=['182853', '183206'] and [10, 1627]AGL",,182852,,,941,,,10.0,,"182904,183200","182853,183206",,"88.0,1641.0","10.0,1627.0",
08/15/2024,4536-9239003281.igc,JS-3-18m,4:29:54,182253,225247,HOME,941,7509[6555],287,263,-24,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=224842 and: 1804 msl [846 agl]; Height gain/loss is: 121
JS-3-18m Motor noise registered by MOP sensor at t=['224842', '225035'] and [846, 984]AGL",,224842,,,1804,,,846.0,,,"224842,225035",,,"846.0,984.0",
08/14/2024,4536-9241100345.igc,EB29RGBD,3:14:53,182935,214428,HOME,931,7542[6315],284,254,-30,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=182935 and: 921 msl [-16 agl]; Height gain/loss is: 2031
EB29RGBD Motor noise registered by ENL sensor at t=['182936', '183419'] and [-19, 1965]AGL",182935,,,921,,,-16.0,,,"182936,183419",,,"-19.0,1965.0",,
08/22/2024,4536-9241100478.igc,JS-1-21m,5:43:39,180217,234556,HOME,925,8782[7792],282,259,-23,"JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=180220 and: 912 msl [-18 agl]; Height gain/loss is: 2149
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=191820 and: 6286 msl [5496 agl]; Height gain/loss is: -844
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=202304 and: 7398 msl [6237 agl]; Height gain/loss is: -745
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=203958 and: 6781 msl [5259 agl]; Height gain/loss is: 43
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=213836 and: 7175 msl [5250 agl]; Height gain/loss is: 131
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=220525 and: 7992 msl [6998 agl]; Height gain/loss is: -1083
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=222140 and: 7191 msl [6532 agl]; Height gain/loss is: -1325
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=223727 and: 6377 msl [5892 agl]; Height gain/loss is: -915
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=231137 and: 7047 msl [6572 agl]; Height gain/loss is: -1349
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=232726 and: 6902 msl [6259 agl]; Height gain/loss is: -2352
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=234002 and: 2956 msl [2035 agl]; Height gain/loss is: -1949
JS-1-21m Motor noise registered by ENL sensor at t=['234550', '234551'] and [79, 76]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['180218', '180739', '191624', '191715', '191756', '192147', '192637', '193027', '193208', '193426', '193717', '193855', '194842', '194918', '195835', '200344', '200502', '200620', '202242', '202929', '203416', '204139', '211548', '212211', '212530', '212655', '213812', '214123', '214407', '214954', '215201', '215537', '220515', '221153', '221252', '221738', '222131', '222814', '223019', '223108', '223517', '224554', '224906', '224939', '225030', '225410', '225726', '230106', '230807', '230833', '231130', '231713', '232718', '233231', '233953', '234518', '234548'] and [-12, 2107, 5702, 6089, 5699, 4711, 5708, 5006, 4708, 4200, 3523, 3343, 4875, 5013, 5742, 4534, 4049, 4511, 6365, 5112, 6401, 5194, 4902, 4219, 4153, 4071, 5312, 5817, 6575, 5708, 5286, 4498, 7215, 5997, 5913, 5460, 6644, 5276, 4892, 5052, 6053, 4921, 4786, 5256, 4514, 4823, 4452, 3533, 4701, 5315, 6739, 5229, 6391, 3825, 2116, 76, 95]AGL",,"180220,191820,202304,203958,213836,220525,222140,223727,231137,232726,234002",,,"912,6286,7398,6781,7175,7992,7191,6377,7047,6902,2956",,,"-18.0,5496.0,6237.0,5259.0,5250.0,6998.0,6532.0,5892.0,6572.0,6259.0,2035.0",,"234550,234551","180218,180739,191624,191715,191756,192147,192637,193027,193208,193426,193717,193855,194842,194918,195835,200344,200502,200620,202242,202929,203416,204139,211548,212211,212530,212655,213812,214123,214407,214954,215201,215537,220515,221153,221252,221738,222131,222814,223019,223108,223517,224554,224906,224939,225030,225410,225726,230106,230807,230833,231130,231713,232718,233231,233953,234518,234548",,"79.0,76.0","-12.0,2107.0,5702.0,6089.0,5699.0,4711.0,5708.0,5006.0,4708.0,4200.0,3523.0,3343.0,4875.0,5013.0,5742.0,4534.0,4049.0,4511.0,6365.0,5112.0,6401.0,5194.0,4902.0,4219.0,4153.0,4071.0,5312.0,5817.0,6575.0,5708.0,5286.0,4498.0,7215.0,5997.0,5913.0,5460.0,6644.0,5276.0,4892.0,5052.0,6053.0,4921.0,4786.0,5256.0,4514.0,4823.0,4452.0,3533.0,4701.0,5315.0,6739.0,5229.0,6391.0,3825.0,2116.0,76.0,95.0",
08/11/2024,4536-9240051724.igc,HpHTwinshark,3:04:50,200408,230858,HOME,938,7532[6916],286,257,-29,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=200445 and: 1105 msl [164 agl]; Height gain/loss is: 1772
HpHTwinshark Motor noise registered by ENL sensor at t=['200445', '201014', '230331', '230406'] and [164, 1949, 1502, 1643]AGL",200445,,,1105,,,164.0,,,"200445,201014,230331,230406",,,"164.0,1949.0,1502.0,1643.0",,
08/28/2024,4536-9240051966.igc,ASG32Mi,4:19:46,173036,215022,HOME,931,6564[6040],284,244,-40,"ASG32Mi's ENL monitor reports Engine Run 9 minutes, starts at T=200421 and: 1755 msl [932 agl]; Height gain/loss is: 2011
ASG32Mi's ENL monitor reports Engine Run 20 minutes, starts at T=203554 and: 1673 msl [903 agl]; Height gain/loss is: 3120
ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=213600 and: 2778 msl [2034 agl]; Height gain/loss is: 758
ASG32Mi Motor noise registered by ENL sensor at t=['173130', '173131', '174949', '174950', '200421', '201408', '201647', '201648', '203554', '205653', '213600', '213949', '214945', '214947'] and [190, 197, 2917, 2907, 932, 3137, 3714, 3701, 903, 4219, 2034, 2720, 105, 105]AGL","200421,203554,213600",,,"1755,1673,2778",,,"932.0,903.0,2034.0",,,"173130,173131,174949,174950,200421,201408,201647,201648,203554,205653,213600,213949,214945,214947",,,"190.0,197.0,2917.0,2907.0,932.0,3137.0,3714.0,3701.0,903.0,4219.0,2034.0,2720.0,105.0,105.0",,
08/30/2024,4536-9240051994.igc,ArcusM,4:44:25,175756,224221,HOME,938,7667[7182],286,262,-24,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=175756 and: 935 msl [4 agl]; Height gain/loss is: 2086
ArcusM Motor noise registered by ENL sensor at t=['175757', '180306', '224200', '224201', '224203', '224209'] and [4, 2155, 111, 118, 99, 99]AGL",175756,,,935,,,4.0,,,"175757,180306,224200,224201,224203,224209",,,"4.0,2155.0,111.0,118.0,99.0,99.0",,
08/14/2024,4536-9240051768.igc,ArcusM,5:17:59,173909,225708,HOME,938,7919[6385],286,247,-39,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173909 and: 935 msl [4 agl]; Height gain/loss is: 2224
ArcusM Motor noise registered by ENL sensor at t=['173910', '174423'] and [7, 2293]AGL",173909,,,935,,,4.0,,,"173910,174423",,,"7.0,2293.0",,
08/11/2024,4536-9240051722.igc,Twinshark,3:58:01,185527,225328,HOME,925,7083[6500],282,250,-32,"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=185527 and: 928 msl [-2 agl]; Height gain/loss is: 1952
Twinshark Motor noise registered by ENL sensor at t=['185528', '185928'] and [-5, 1919]AGL",185527,,,928,,,-2.0,,,"185528,185928",,,"-5.0,1919.0",,
08/13/2024,4536-9241100336.igc,NixusAsh30polar,4:01:24,184520,224644,HOME,925,7473[6562],282,249,-33,"NixusAsh30polar's ENL monitor reports Engine Run 6 minutes, starts at T=184520 and: 928 msl [-19 agl]; Height gain/loss is: 2208
NixusAsh30polar's ENL monitor reports Engine Run 1 minutes, starts at T=185142 and: 3198 msl [2296 agl]; Height gain/loss is: -101
NixusAsh30polar Motor noise registered by ENL sensor at t=['184521', '185138', '185142', '185339'] and [-19, 2234, 2296, 2208]AGL","184520,185142",,,"928,3198",,,"-19.0,2296.0",,,"184521,185138,185142,185339",,,"-19.0,2234.0,2296.0,2208.0",,
08/23/2024,4536-9241100498.igc,EB29RGBD, 5:51:23,181659,000822,HOME,938,9648[8011],286,244,-42,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=181659 and: 935 msl [10 agl]; Height gain/loss is: 2158
EB29RGBD Motor noise registered by ENL sensor at t=['181700', '182220', '223727', '223729', '000453', '000454', '000759', '000800', '000802', '000805', '000807', '000810', '000816', '000819'] and [6, 2208, 6723, 6670, 1355, 1361, 89, 92, 108, 89, 89, 85, 92, 92]AGL",181659,,,935,,,10.0,,,"181700,182220,223727,223729,453,454,759,800,802,805,807,810,816,819",,,"6.0,2208.0,6723.0,6670.0,1355.0,1361.0,89.0,92.0,108.0,89.0,89.0,85.0,92.0,92.0",,
08/23/2024,4536-9239003511.igc,AS33Es18m, 6:31:51,175927,003118,HOME,944,7362[6870],288,246,-42,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=175927 and: 964 msl [56 agl]; Height gain/loss is: 1473
AS33Es18m Motor noise registered by ENL sensor at t=['175928', '180310'] and [50, 1542]AGL",175927,,,964,,,56.0,,,"175928,180310",,,"50.0,1542.0",,
08/12/2024,4536-9241100311.igc,EB29RGBD,3:47:49,175047,213836,HOME,948,6909[6470],289,251,-38,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=175047 and: 941 msl [3 agl]; Height gain/loss is: 2208
EB29RGBD Motor noise registered by ENL sensor at t=['175048', '175544', '175547', '175550', '213805', '213806', '213812', '213816'] and [3, 2254, 2271, 2257, 108, 111, 105, 121]AGL",175047,,,941,,,3.0,,,"175048,175544,175547,175550,213805,213806,213812,213816",,,"3.0,2254.0,2271.0,2257.0,108.0,111.0,105.0,121.0",,
08/13/2024,4536-9241100333.igc,JS-1-21m,4:33:11,180328,223639,HOME,938,7155[6424],286,248,-38,"JS-1-21m's RPM monitor reports Engine Run 2 minutes, starts at T=222933 and: 2903 msl [2014 agl]; Height gain/loss is: -535
JS-1-21m Motor noise registered by MOP sensor at t=['222945', '223050'] and [2011, 1890]AGL",,,222933,,,2903,,,2014.0,,"222945,223050",,,"2011.0,1890.0",
08/29/2024,4536-9241100593.igc,EB29R,6:07:46,173142,233928,HOME,925,6095[5567],282,253,-29,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=173142 and: 935 msl [4 agl]; Height gain/loss is: 2014
EB29R Motor noise registered by ENL sensor at t=['173143', '173651', '233904', '233905'] and [0, 2054, 112, 112]AGL",173142,,,935,,,4.0,,,"173143,173651,233904,233905",,,"0.0,2054.0,112.0,112.0",,
08/14/2024,4536-9241100348.igc,EB29R,5:08:55,182724,233619,HOME,948,7860[6223],289,247,-42,"EB29R's ENL monitor reports Engine Run 4 minutes, starts at T=182724 and: 948 msl [10 agl]; Height gain/loss is: 2178
EB29R Motor noise registered by ENL sensor at t=['182725', '183217', '233601', '233602', '233604', '233605', '233618'] and [10, 2185, 109, 109, 115, 115, 118]AGL",182724,,,948,,,10.0,,,"182725,183217,233601,233602,233604,233605,233618",,,"10.0,2185.0,109.0,109.0,115.0,115.0,118.0",,
08/12/2024,4536-9239003186.igc,AS33Es18m,3:02:08,190701,220909,HOME,925,6663[6033],282,262,-20,"AS33Es18m's ENL monitor reports Engine Run 4 minutes, starts at T=190701 and: 961 msl [30 agl]; Height gain/loss is: 1617
AS33Es18m Motor noise registered by ENL sensor at t=['190702', '191114'] and [27, 1693]AGL",190701,,,961,,,30.0,,,"190702,191114",,,"27.0,1693.0",,
08/19/2024,4536-9239003393.igc,Ventus3T,5:53:53,173616,233009,HOME,944,7723[6860],288,240,-48,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=173616 and: 948 msl [40 agl]; Height gain/loss is: 1903
Ventus3T Motor noise registered by ENL sensor at t=['173617', '173754', '173830', '173846', '173850', '173906'] and [36, 780, 1224, 1388, 1476, 1692]AGL
Ventus3T Motor noise registered by MOP sensor at t=['173617', '173921'] and [36, 1887]AGL",,173616,,,948,,,40.0,,"173617,173754,173830,173846,173850,173906","173617,173921",,"36.0,780.0,1224.0,1388.0,1476.0,1692.0","36.0,1887.0",
08/20/2024,4536-9241100457.igc,EB29R, 5:12:26,190907,002133,HOME,938,8215[7074],286,259,-27,"EB29R's ENL monitor reports Engine Run 6 minutes, starts at T=190907 and: 944 msl [13 agl]; Height gain/loss is: 2031
EB29R Motor noise registered by ENL sensor at t=['190908', '191515'] and [13, 2106]AGL",190907,,,944,,,13.0,,,"190908,191515",,,"13.0,2106.0",,
08/18/2024,4536-9241100420.igc,EB29R,5:19:41,180146,232127,HOME,925,9806[7900],282,245,-37,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=180155 and: 928 msl [-2 agl]; Height gain/loss is: 1975
EB29R Motor noise registered by ENL sensor at t=['180155', '180552'] and [-2, 2021]AGL",180155,,,928,,,-2.0,,,"180155,180552",,,"-2.0,2021.0",,
08/15/2024,4536-9241100362.igc,EB29RGBD,5:15:18,173932,225450,HOME,938,9206[7027],286,259,-27,"EB29RGBD's ENL monitor reports Engine Run 6 minutes, starts at T=173932 and: 931 msl [0 agl]; Height gain/loss is: 2051
EB29RGBD Motor noise registered by ENL sensor at t=['173933', '174629', '223204', '223205', '225424', '225427', '225429', '225434', '225444', '225448'] and [-2, 2064, 5741, 5705, 109, 128, 128, 109, 105, 105]AGL",173932,,,931,,,0.0,,,"173933,174629,223204,223205,225424,225427,225429,225434,225444,225448",,,"-2.0,2064.0,5741.0,5705.0,109.0,128.0,128.0,109.0,105.0,105.0",,
08/28/2024,4536-9241100575.igc,JS-1-21m,3:30:11,181117,214128,HOME,931,6115[5646],284,242,-42,"JS-1-21m's MOP monitor reports Engine Run 20 minutes, starts at T=205329 and: 1276 msl [722 agl]; Height gain/loss is: 4422
JS-1-21m Motor noise registered by ENL sensor at t=['214106', '214108', '214113', '214116'] and [53, 69, 59, 62]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['205329', '211350', '211429', '211434', '211442', '211446', '211450', '211456', '211520', '211530', '211532', '211541', '211614', '211619', '211649', '211658', '211720', '211724'] and [722, 5118, 5059, 5039, 5007, 5006, 5000, 4964, 4918, 4882, 4879, 4855, 4820, 4816, 4721, 4609, 4610, 4603]AGL",,205329,,,1276,,,722.0,,"214106,214108,214113,214116","205329,211350,211429,211434,211442,211446,211450,211456,211520,211530,211532,211541,211614,211619,211649,211658,211720,211724",,"53.0,69.0,59.0,62.0","722.0,5118.0,5059.0,5039.0,5007.0,5006.0,5000.0,4964.0,4918.0,4882.0,4879.0,4855.0,4820.0,4816.0,4721.0,4609.0,4610.0,4603.0",
08/21/2024,4536-9241100467.igc,EB29R, 4:37:37,195932,003709,HOME,931,13727[11575],284,258,-26,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=195932 and: 931 msl [-6 agl]; Height gain/loss is: 1703
EB29R Motor noise registered by ENL sensor at t=['195933', '200511', '200518', '200519', '003646', '003648'] and [-6, 1752, 1814, 1808, 66, 62]AGL",195932,,,931,,,-6.0,,,"195933,200511,200518,200519,3646,3648",,,"-6.0,1752.0,1814.0,1808.0,66.0,62.0",,
08/29/2024,4536-9239003687.igc,JS-3-18m,2:21:57,180945,203142,HOME,931,5400[4170],284,245,-39,"JS-3-18m Motor noise registered by ENL sensor at t=['181011', '181012', '195813', '200208', '203134', '203137'] and [40, 33, 1076, 2014, 66, 66]AGL",,,,,,,,,,"181011,181012,195813,200208,203134,203137",,,"40.0,33.0,1076.0,2014.0,66.0,66.0",,
08/11/2024,4536-9240051716.igc,ArcusT,4:13:21,180510,221831,HOME,931,6965[6431],284,239,-45,"ArcusT's ENL monitor reports Engine Run 2 minutes, starts at T=180526 and: 944 msl [32 agl]; Height gain/loss is: 676
ArcusT's ENL monitor reports Engine Run 1 minutes, starts at T=181452 and: 4314 msl [3419 agl]; Height gain/loss is: 252
ArcusT Motor noise registered by ENL sensor at t=['180526', '180734', '181452', '181554', '221827', '221828'] and [32, 659, 3419, 3638, 95, 95]AGL","180526,181452",,,"944,4314",,,"32.0,3419.0",,,"180526,180734,181452,181554,221827,221828",,,"32.0,659.0,3419.0,3638.0,95.0,95.0",,
08/24/2024,4536-9240051915.igc,HpHTwinshark,3:53:20,190423,225743,HOME,931,7647[7205],284,244,-40,"HpHTwinshark's ENL monitor reports Engine Run 6 minutes, starts at T=190425 and: 935 msl [-2 agl]; Height gain/loss is: 1955
HpHTwinshark Motor noise registered by ENL sensor at t=['190425', '191056'] and [-2, 1998]AGL",190425,,,935,,,-2.0,,,"190425,191056",,,"-2.0,1998.0",,
08/13/2024,4536-9241100325.igc,JS-1-21m,4:33:06,181205,224511,HOME,941,6925[6466],287,247,-40,"JS-1-21m's MOP monitor reports Engine Run 16 minutes, starts at T=181226 and: 948 msl [20 agl]; Height gain/loss is: 4609
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=184738 and: 6253 msl [5273 agl]; Height gain/loss is: 46
JS-1-21m's MOP monitor reports Engine Run 13 minutes, starts at T=191453 and: 6305 msl [5387 agl]; Height gain/loss is: -407
JS-1-21m's MOP monitor reports Engine Run 13 minutes, starts at T=193026 and: 6381 msl [5066 agl]; Height gain/loss is: -2087
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=194559 and: 4717 msl [3451 agl]; Height gain/loss is: 473
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=195102 and: 4711 msl [3708 agl]; Height gain/loss is: 1007
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=195529 and: 5206 msl [4347 agl]; Height gain/loss is: 564
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=200120 and: 5498 msl [4540 agl]; Height gain/loss is: -203
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=200635 and: 6354 msl [5554 agl]; Height gain/loss is: -980
JS-1-21m's MOP monitor reports Engine Run 20 minutes, starts at T=201902 and: 6394 msl [5801 agl]; Height gain/loss is: -7
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=204053 and: 6092 msl [5732 agl]; Height gain/loss is: -1473
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=205505 and: 5583 msl [5239 agl]; Height gain/loss is: -1325
JS-1-21m's MOP monitor reports Engine Run 10 minutes, starts at T=210516 and: 5446 msl [5269 agl]; Height gain/loss is: -1303
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=212043 and: 4340 msl [3950 agl]; Height gain/loss is: 135
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=212804 and: 5180 msl [4757 agl]; Height gain/loss is: 299
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=213143 and: 4888 msl [4478 agl]; Height gain/loss is: 118
JS-1-21m's MOP monitor reports Engine Run 11 minutes, starts at T=213531 and: 4908 msl [4429 agl]; Height gain/loss is: -847
JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=215214 and: 5137 msl [4747 agl]; Height gain/loss is: 732
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=220253 and: 6538 msl [6207 agl]; Height gain/loss is: -577
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=221017 and: 6187 msl [5761 agl]; Height gain/loss is: 456
JS-1-21m's MOP monitor reports Engine Run 23 minutes, starts at T=222114 and: 6433 msl [5915 agl]; Height gain/loss is: -5407
JS-1-21m Motor noise registered by MOP sensor at t=['181206', '182902', '183241', '183320', '184208', '185244', '190208', '190519', '191358', '192847', '193014', '194341', '194535', '195032', '195053', '195456', '195520', '200044', '200111', '200420', '200629', '201447', '201553', '201702', '201850', '203938', '204014', '205144', '205447', '210149', '210510', '211528', '211743', '211952', '212034', '212346', '212555', '212640', '212758', '213043', '213122', '213343', '213519', '214729', '215202', '220032', '220241', '220844', '221008', '221956', '222059'] and [-2, 4616, 4859, 5023, 4839, 5397, 5446, 5577, 5544, 4544, 5089, 3090, 3816, 4223, 3861, 4829, 4508, 4776, 4554, 4439, 5659, 4768, 4370, 5305, 5958, 6069, 5826, 4288, 5489, 4068, 5377, 3750, 3924, 4386, 4120, 4079, 4344, 4973, 4879, 5000, 4698, 4583, 4617, 3727, 4934, 5558, 6257, 5574, 5991, 6089, 6139]AGL",,"181226,184738,191453,193026,194559,195102,195529,200120,200635,201902,204053,205505,210516,212043,212804,213143,213531,215214,220253,221017,222114",,,"948,6253,6305,6381,4717,4711,5206,5498,6354,6394,6092,5583,5446,4340,5180,4888,4908,5137,6538,6187,6433",,,"20.0,5273.0,5387.0,5066.0,3451.0,3708.0,4347.0,4540.0,5554.0,5801.0,5732.0,5239.0,5269.0,3950.0,4757.0,4478.0,4429.0,4747.0,6207.0,5761.0,5915.0",,,"181206,182902,183241,183320,184208,185244,190208,190519,191358,192847,193014,194341,194535,195032,195053,195456,195520,200044,200111,200420,200629,201447,201553,201702,201850,203938,204014,205144,205447,210149,210510,211528,211743,211952,212034,212346,212555,212640,212758,213043,213122,213343,213519,214729,215202,220032,220241,220844,221008,221956,222059",,,"-2.0,4616.0,4859.0,5023.0,4839.0,5397.0,5446.0,5577.0,5544.0,4544.0,5089.0,3090.0,3816.0,4223.0,3861.0,4829.0,4508.0,4776.0,4554.0,4439.0,5659.0,4768.0,4370.0,5305.0,5958.0,6069.0,5826.0,4288.0,5489.0,4068.0,5377.0,3750.0,3924.0,4386.0,4120.0,4079.0,4344.0,4973.0,4879.0,5000.0,4698.0,4583.0,4617.0,3727.0,4934.0,5558.0,6257.0,5574.0,5991.0,6089.0,6139.0",
