"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime"	"flight_start_datetime"	"window_start"	"window_end"	"engine_run_agls"	"altitude_rate_pre_event_window (ft/s)"	"distance_traveled_during_window (miles)"	"is_circling_during_pre_event_window"	"terrain_elev_at_engine_run (ft)"	"terrain_label_at_engine_run"	"Engine_Start_Above_1000ft"	"engine_run_times (s)"	"height_gain_loss (ft)"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"All_Min_TAS_knots"	"All_Max_TAS_knots"	"All_Avg_TAS_knots"	"All_Post_Run_Min_TAS_knots"	"All_Post_Run_Max_TAS_knots"	"All_Post_Run_Avg_TAS_knots"	"Circling_Segment_Found"	"Min_Speed_While_Engine_Running_knots"	"Max_Speed_While_Engine_Running_knots"	"Avg_Speed_While_Engine_Running_knots"
"646"	"08/04/2017"	"2017-08-04-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"4:05:02"	"175344"	"215846"	"HOME"	"938"	"8717[6578]"	"286"	"251"	"-35"	"ASG29E.'s ENL monitor reports Engine Run 32 minutes, starts at T=194610 and: 2559 msl [512 agl]; Height gain/loss is: 4580
ASG29E. Motor noise registered by ENL sensor at t=['194610', '201858'] and [512, 5036]AGL"	"194610"	""	""	"2559"	""	""	"512.0"	""	""	"194610,201858"	""	""	"512.0,5036.0"	""	""	"194610"	"Engine_Run_Start"	"ENL"	"2017-08-04 19:46:10"	"1900-01-01 17:53:44"	"2017-08-04 19:41:10"	"2017-08-04 19:46:10"	"512.0"	"-1.4333333333333333"	"7.254627500818178"	"False"	"1996.666879543457"	"Shrubs"	"False"	"1920"	"4580"	""	""	""	"45.0"	"68.8"	"48.6"	"45.5"	"76.8"	"63.0"	"False"	""	""	""
"648"	"03/09/2018"	"2018-03-09-CNI-27K-01.IGC"	"DG-808 C"	"1:34:04"	"183300"	"200704"	"HOME"	"137"	"4087[3953]"	"42"	"-33"	"-75"	"DG808B's ENL monitor reports Engine Run 1 minutes, starts at T=183808 and: 2093 msl [1969 agl]; Height gain/loss is: 781
DG808B's ENL monitor reports Engine Run 2 minutes, starts at T=191332 and: 1443 msl [1322 agl]; Height gain/loss is: 1873
DG808B's ENL monitor reports Engine Run 4 minutes, starts at T=193708 and: 1056 msl [915 agl]; Height gain/loss is: 3015
DG808B Motor noise registered by ENL sensor at t=['183808', '183932', '191332', '191624', '193708', '194140'] and [1969, 2747, 1322, 3195, 915, 3944]AGL"	"183808,191332,193708"	""	""	"2093,1443,1056"	""	""	"1969.0,1322.0,915.0"	""	""	"183808,183932,191332,191624,193708,194140"	""	""	"1969.0,2747.0,1322.0,3195.0,915.0,3944.0"	""	""	"191332"	"Engine_Run_Start"	"ENL"	"2018-03-09 19:13:32"	"1900-01-01 18:33:00"	"2018-03-09 19:08:32"	"2018-03-09 19:13:32"	"1969.0,1322.0,915.0"	"1.9633333333333334,-0.43666666666666665,-0.5733333333333334"	"5.470744588749655,4.719277525057348,5.392053075081815"	"False,False,False"	"143.00802393096924,112.91276487091065,158.8121850479126"	"Wetland,Closed Forest, Evergreen Needleleaf,Open Forest, Other"	"True,True,False"	"60,120,240"	"781, 1873, 3015"	""	""	""	"59.7,50.0,50.6"	"64.2,60.5,61.5"	"62.3,56.4,57.3"	"47.7,45.0,46.2"	"59.1,57.0,53.3"	"53.4,51.0,49.9"	"False"	""	""	""
"652"	"06/07/2010"	"067C4FL6.IGC"	"VENTUS CM"	"2:56:00"	"164650"	"194250"	"HOME"	"301"	"4895[4502]"	"92"	"88"	"-4"	"VENTUSCM's ENL monitor reports Engine Run 4 minutes, starts at T=164714 and: 360 msl [134 agl]; Height gain/loss is: 1887
VENTUSCM's ENL monitor reports Engine Run 9 minutes, starts at T=191822 and: 875 msl [446 agl]; Height gain/loss is: 3898
VENTUSCM Motor noise registered by ENL sensor at t=['164714', '165122', '191822', '192738'] and [134, 1913, 446, 4347]AGL"	"164714,191822"	""	""	"360,875"	""	""	"134.0,446.0"	""	""	"164714,165122,191822,192738"	""	""	"134.0,1913.0,446.0,4347.0"	""	""	"191822"	"Engine_Run_Start"	"ENL"	"2010-06-07 19:18:22"	"1900-01-01 16:46:50"	"2010-06-07 19:13:22"	"2010-06-07 19:18:22"	"134.0,446.0"	"0.29508196721311475,-0.6966666666666667"	"0.5663747720793479,5.086482265313706"	"False,False"	"297.1163166436768,387.1947885498047"	"Herbaceous vegetation,Closed Forest, Evergreen Needleleaf"	"False,False"	"240,540"	"1887, 3898"	""	""	""	"60.8,49.0"	"89.1,61.2"	"69.5,54.3"	"45.4,54.4"	"69.8,80.8"	"58.2,70.0"	"True"	""	""	""
"654"	"09/19/2021"	"2021-09-19-CNI-20Y-01.IGC"	"ASW 27-18 E (ASG-29E)"	"2:25:00"	"171638"	"194138"	"HOME"	"1312"	"5826[4338]"	"400"	"344"	"-56"	"ASG29E.'s ENL monitor reports Engine Run 1 minutes, starts at T=172250 and: 3467 msl [1604 agl]; Height gain/loss is: 473
ASG29E. Motor noise registered by ENL sensor at t=['172250', '172446'] and [1604, 2211]AGL"	"172250"	""	""	"3467"	""	""	"1604.0"	""	""	"172250,172446"	""	""	"1604.0,2211.0"	""	""	"172250"	"Engine_Run_Start"	"ENL"	"2021-09-19 17:22:50"	"1900-01-01 17:16:38"	"2021-09-19 17:17:50"	"2021-09-19 17:22:50"	"1604.0"	"1.73"	"6.885661387474667"	"False"	"1875.0343021655274"	"Closed Forest, Deciduous Broadleaf"	"True"	"60"	"473"	""	""	""	"61.6"	"67.0"	"64.7"	"45.2"	"67.6"	"58.5"	"True"	""	""	""
"656"	"08/16/2023"	"2023-08-16-CNI-295-01.IGC"	"ASW-24E"	"0:40:15"	"175013"	"183028"	"HOME"	"652"	"3615[2254]"	"199"	"194"	"-5"	"ASW24E's ENL monitor reports Engine Run 8 minutes, starts at T=181618 and: 1571 msl [948 agl]; Height gain/loss is: 164
ASW24E Motor noise registered by ENL sensor at t=['181618', '182452'] and [948, 787]AGL"	"181618"	""	""	"1571"	""	""	"948.0"	""	""	"181618,182452"	""	""	"948.0,787.0"	""	""	"181618"	"Engine_Run_Start"	"ENL"	"2023-08-16 18:16:18"	"1900-01-01 17:50:13"	"2023-08-16 18:11:18"	"2023-08-16 18:16:18"	"948.0"	"-0.8233333333333334"	"5.2615822234728915"	"False"	"619.197224484253"	"Closed Forest, Other"	"False"	"480"	"164"	""	""	""	"45.1"	"72.6"	"62.2"	"45.6"	"77.2"	"62.7"	"True"	""	""	""
"658"	"06/06/2024"	"2024-06-06-CNI-24W-01.IGC"	"Nimeta"	"4:15:11"	"191914"	"233425"	"HOME"	"4734"	"16801[10351]"	"1443"	"1412"	"-31"	"Nimeta's ENL monitor reports Engine Run 9 minutes, starts at T=191914 and: 4737 msl [7 agl]; Height gain/loss is: 2405
Nimeta Motor noise registered by ENL sensor at t=['191915', '192853'] and [7, 1851]AGL"	"191914"	""	""	"4737"	""	""	"7.0"	""	""	"191915,192853"	""	""	"7.0,1851.0"	""	""	"191914"	"Engine_Run_Start"	"ENL"	"2024-06-06 19:19:14"	"1900-01-01 19:19:14"	"2024-06-06 19:14:14"	"2024-06-06 19:19:14"	"7.0"	"0.03333333333333333"	"0.08445918753985078"	"False"	"4714.468158188476"	"Herbaceous vegetation"	"False"	"540"	"2405"	""	""	""	""	""	""	""	""	""	""	""	""	""
"668"	"05/19/2010"	"2010-05-19-NKL-0YA-01.IGC"	"DISCUS-2CT"	"2:33:36"	"174746"	"202122"	"HOME"	"803"	"3500[2497]"	"245"	"250"	"5"	"Discus2CT's ENL monitor reports Engine Run 5 minutes, starts at T=180750 and: 1417 msl [719 agl]; Height gain/loss is: 1424
Discus2CT's ENL monitor reports Engine Run 3 minutes, starts at T=182038 and: 1610 msl [830 agl]; Height gain/loss is: 1247
Discus2CT's ENL monitor reports Engine Run 3 minutes, starts at T=184934 and: 1804 msl [1014 agl]; Height gain/loss is: 971
Discus2CT's ENL monitor reports Engine Run 4 minutes, starts at T=192314 and: 1774 msl [1007 agl]; Height gain/loss is: 1100
Discus2CT's ENL monitor reports Engine Run 3 minutes, starts at T=194226 and: 1902 msl [1099 agl]; Height gain/loss is: 893
Discus2CT Motor noise registered by ENL sensor at t=['180750', '181302', '182038', '182354', '184934', '185258', '192314', '192718', '194226', '194538'] and [719, 1060, 830, 1417, 1014, 1942, 1007, 1785, 1099, 1654]AGL"	"180750,182038,184934,192314,194226"	""	""	"1417,1610,1804,1774,1902"	""	""	"719.0,830.0,1014.0,1007.0,1099.0"	""	""	"180750,181302,182038,182354,184934,185258,192314,192718,194226,194538"	""	""	"719.0,1060.0,830.0,1417.0,1014.0,1942.0,1007.0,1785.0,1099.0,1654.0"	""	""	"180750"	"Engine_Run_Start"	"ENL"	"2010-05-19 18:07:50"	"1900-01-01 17:47:46"	"2010-05-19 18:02:50"	"2010-05-19 18:07:50"	"719.0,830.0,1014.0,1007.0,1099.0"	"-0.7333333333333333,-1.0466666666666666,-0.63,-0.5833333333333334,-0.71"	"4.721955169525276,4.6913434221114345,5.057528557130257,4.942011400269343,4.821356981789873"	"False,False,False,False,False"	"711.3181614654541,796.4227085205079,797.2620420690918,766.48969925354,792.3104947735595"	"Open Forest, Other,Agriculture,Agriculture,Open Forest, Other,Agriculture"	"False,False,True,True,True"	"300,180,180,240,180"	"1424, 1247, 971, 1100, 893"	""	""	""	"45.4,45.0,51.2,50.3"	"68.0,66.8,59.6,76.1"	"60.6,51.4,56.7,67.3"	"45.8,45.3,45.4,45.9,50.6"	"60.8,68.2,58.8,89.7,89.8"	"53.1,59.6,51.8,74.0,74.1"	"True"	""	""	""
"669"	"06/30/2018"	"2018-06-30-LXV-1OZ-01.IGC"	"LAK-17AT"	"1:33:31"	"184743"	"202114"	"HOME"	"298"	"3490[3229]"	"91"	"62"	"-29"	"LAK17AT/18m's ENL monitor reports Engine Run 3 minutes, starts at T=201256 and: 1246 msl [961 agl]; Height gain/loss is: 1057
LAK17AT/18m Motor noise registered by ENL sensor at t=['201256', '201603'] and [961, 1956]AGL"	"201256"	""	""	"1246"	""	""	"961.0"	""	""	"201256,201603"	""	""	"961.0,1956.0"	""	""	"201256"	"Engine_Run_Start"	"ENL"	"2018-06-30 20:12:56"	"1900-01-01 18:47:43"	"2018-06-30 20:07:56"	"2018-06-30 20:12:56"	"961.0"	"-1.41"	"6.388382214608076"	"False"	"276.69399375946045"	"Closed Forest, Other"	"False"	"180"	"1057"	""	""	""	"45.3"	"75.1"	"50.0"	"45.1"	"73.5"	"59.9"	"True"	""	""	""
"671"	"08/20/2020"	"2020-08-20-CNI-27G-01.IGC"	"VENTUS 3F"	"3:30:00"	"182255"	"215255"	"HOME"	"931"	"10026[9229]"	"284"	"305"	"21"	"Ventus3F18M's ENL monitor reports Engine Run 3 minutes, starts at T=214423 and: 1469 msl [649 agl]; Height gain/loss is: 794
Ventus3F18M Motor noise registered by ENL sensor at t=['214423', '214807'] and [649, 1371]AGL"	"214423"	""	""	"1469"	""	""	"649.0"	""	""	"214423,214807"	""	""	"649.0,1371.0"	""	""	"214423"	"Engine_Run_Start"	"ENL"	"2020-08-20 21:44:23"	"1900-01-01 18:22:55"	"2020-08-20 21:39:23"	"2020-08-20 21:44:23"	"649.0"	"-0.45"	"7.383230102296528"	"False"	"834.29799784729"	"Herbaceous vegetation"	"False"	"180"	"794"	""	""	""	"53.4"	"61.5"	"59.0"	"47.7"	"86.3"	"71.0"	"True"	""	""	""
"681"	"06/05/2021"	"2021-06-05-LXV-ABC-01.IGC"	"ARCUS M"	"1:40:38"	"172038"	"190116"	"HOME"	"298"	"4835[4537]"	"91"	"48"	"-43"	"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=172038 and: 301 msl [16 agl]; Height gain/loss is: 1756
ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=174316 and: 1236 msl [938 agl]; Height gain/loss is: 1116
ArcusM Motor noise registered by ENL sensor at t=['172039', '172607', '174316', '174720', '185732', '185733'] and [13, 1749, 938, 1988, 1486, 1476]AGL"	"172038,174316"	""	""	"301,1236"	""	""	"16.0,938.0"	""	""	"172039,172607,174316,174720,185732,185733"	""	""	"13.0,1749.0,938.0,1988.0,1486.0,1476.0"	""	""	"174316"	"Engine_Run_Start"	"ENL"	"2021-06-05 17:43:16"	"1900-01-01 17:20:38"	"2021-06-05 17:38:16"	"2021-06-05 17:43:16"	"16.0,938.0"	"0.005780346820809248,-0.42"	"0.06952774873566121,4.968916556646663"	"False,True"	"301.68899740600585,288.71392"	"Herbaceous vegetation,Open Forest, Other"	"False,False"	"300,240"	"1756, 1116"	"50.68,48.71"	"0.00,42.67"	"57.31,53.35"	"45.2,49.7"	"67.4,60.0"	"54.2,53.8"	"45.0,45.2"	"70.6,61.6"	"59.3,52.4"	"True"	"0.00,42.67"	"57.31,53.35"	"50.68,48.71"
"683"	"04/18/2016"	"2016-04-18-CNI-21U-01.IGC"	"ASW 27-18 E (ASG-29E)"	"4:07:40"	"163009"	"203749"	"HOME"	"413"	"5341[4817]"	"126"	"22"	"-104"	"ASG29's ENL monitor reports Engine Run 22 minutes, starts at T=200053 and: 4274 msl [3963 agl]; Height gain/loss is: 873
ASG29's ENL monitor reports Engine Run 13 minutes, starts at T=202437 and: 5075 msl [4580 agl]; Height gain/loss is: -4567
ASG29 Motor noise registered by ENL sensor at t=['200053', '202341', '202437'] and [3963, 4623, 4580]AGL"	"200053,202437"	""	""	"4274,5075"	""	""	"3963.0,4580.0"	""	""	"200053,202341,202437"	""	""	"3963.0,4623.0,4580.0"	""	""	"200053"	"Engine_Run_Start"	"ENL"	"2016-04-18 20:00:53"	"1900-01-01 16:30:09"	"2016-04-18 19:55:53"	"2016-04-18 20:00:53"	"3963.0,4580.0"	"1.1317567567567568,2.2922535211267605"	"4.542294243060721,2.7804355898807263"	"False,False"	"318.6832990524292,512.1230742364502"	"Closed Forest, Evergreen Needleleaf,Closed Forest, Other"	"True,True"	"1320,780"	"873, -4567"	""	""	""	"45.1,62.9"	"92.1,95.0"	"78.9,80.8"	"52.4"	"80.1"	"63.8"	"True"	""	""	""
"684"	"03/19/2021"	"2021-03-19-CNI-27G-01.IGC"	"VENTUS 3F"	"3:50:56"	"174433"	"213529"	"HOME"	"137"	"3979[3878]"	"42"	"2"	"-40"	"Ventus3F15M's ENL monitor reports Engine Run 6 minutes, starts at T=212157 and: 1023 msl [925 agl]; Height gain/loss is: 351
Ventus3F15M Motor noise registered by ENL sensor at t=['212157', '212837'] and [925, 1253]AGL"	"212157"	""	""	"1023"	""	""	"925.0"	""	""	"212157,212837"	""	""	"925.0,1253.0"	""	""	"212157"	"Engine_Run_Start"	"ENL"	"2021-03-19 21:21:57"	"1900-01-01 17:44:33"	"2021-03-19 21:16:57"	"2021-03-19 21:21:57"	"925.0"	"-0.24"	"5.461118614319375"	"False"	"99.89876453552246"	"Open Forest, Other"	"False"	"360"	"351"	""	""	""	"55.1"	"62.0"	"57.8"	"54.6"	"69.1"	"61.6"	"True"	""	""	""
"685"	"03/10/2017"	"2017-03-10-CNI-22G-01.IGC"	"ASH 30 MI"	"3:39:04"	"175058"	"213002"	"HOME"	"134"	"6745[6686]"	"41"	"-2"	"-43"	"ASH30Mi's ENL monitor reports Engine Run 7 minutes, starts at T=175058 and: 134 msl [-6 agl]; Height gain/loss is: 2142
ASH30Mi's ENL monitor reports Engine Run 6 minutes, starts at T=211026 and: 1889 msl [1732 agl]; Height gain/loss is: 1782
ASH30Mi Motor noise registered by ENL sensor at t=['175102', '175854', '211026', '211658', '212950'] and [-3, 2099, 1732, 3527, 82]AGL"	"175058,211026"	""	""	"134,1889"	""	""	"-6.0,1732.0"	""	""	"175102,175854,211026,211658,212950"	""	""	"-3.0,2099.0,1732.0,3527.0,82.0"	""	""	"211026"	"Engine_Run_Start"	"ENL"	"2017-03-10 21:10:26"	"1900-01-01 17:50:58"	"2017-03-10 21:05:26"	"2017-03-10 21:10:26"	"-6.0,1732.0"	"0.0,0.36333333333333334"	"0.8059317306583255,6.055864811175949"	"False,True"	"143.12488032699585,132.52619168701173"	"Shrubs,Herbaceous vegetation"	"False,True"	"420,360"	"2142, 1782"	""	""	""	"50.1,52.0"	"76.1,78.0"	"64.1,58.6"	"47.9,45.9"	"70.9,65.9"	"61.1,62.1"	"True"	""	""	""
"687"	"03/13/2015"	"2015-03-13-CNI-V7G-01.IGC"	"ASW 27-18 E (ASG-29E)"	"1:06:28"	"175928"	"190556"	"HOME"	"124"	"4724[4610]"	"38"	"-32"	"-70"	"ASW27-18E's ENL monitor reports Engine Run 1 minutes, starts at T=181404 and: 3651 msl [3527 agl]; Height gain/loss is: 10
ASW27-18E Motor noise registered by ENL sensor at t=['181404', '181512'] and [3527, 3530]AGL"	"181404"	""	""	"3651"	""	""	"3527.0"	""	""	"181404,181512"	""	""	"3527.0,3530.0"	""	""	"181404"	"Engine_Run_Start"	"ENL"	"2015-03-13 18:14:04"	"1900-01-01 17:59:28"	"2015-03-13 18:09:04"	"2015-03-13 18:14:04"	"3527.0"	"-0.34"	"5.841698113416031"	"False"	"109.94158117919922"	"Open Forest, Other"	"True"	"60"	"10"	"59.09"	"50.76"	"78.83"	"45.1"	"54.1"	"50.8"	"46.0"	"76.3"	"57.3"	"True"	"50.76"	"78.83"	"59.09"
"697"	"04/25/2019"	"2019-04-25-LXV-2RN-01.IGC"	"ASH 26 E"	"2:16:08"	"162646"	"184254"	"HOME"	"406"	"3684[3248]"	"124"	"112"	"-12"	"ASH26E's ENL monitor reports Engine Run 6 minutes, starts at T=164644 and: 1217 msl [788 agl]; Height gain/loss is: 1499
ASH26E's ENL monitor reports Engine Run 4 minutes, starts at T=165841 and: 1272 msl [830 agl]; Height gain/loss is: 1152
ASH26E's ENL monitor reports Engine Run 1 minutes, starts at T=170320 and: 2326 msl [1874 agl]; Height gain/loss is: 164
ASH26E Motor noise registered by ENL sensor at t=['162647', '162650', '162654', '162709', '163015', '163016', '164644', '165300', '165841', '170258', '170304', '170306', '170320', '170515', '170517', '170518', '184233', '184248'] and [-2, -5, -2, 59, 1982, 1988, 788, 2320, 830, 2014, 2004, 1989, 1874, 2153, 2130, 2126, 36, 19]AGL"	"164644,165841,170320"	""	""	"1217,1272,2326"	""	""	"788.0,830.0,1874.0"	""	""	"162647,162650,162654,162709,163015,163016,164644,165300,165841,170258,170304,170306,170320,170515,170517,170518,184233,184248"	""	""	"-2.0,-5.0,-2.0,59.0,1982.0,1988.0,788.0,2320.0,830.0,2014.0,2004.0,1989.0,1874.0,2153.0,2130.0,2126.0,36.0,19.0"	""	""	"165841"	"Engine_Run_Start"	"ENL"	"2019-04-25 16:58:41"	"1900-01-01 16:26:46"	"2019-04-25 16:53:41"	"2019-04-25 16:58:41"	"788.0,830.0,1874.0"	"-0.24333333333333335,-1.2666666666666666,0.9733333333333334"	"5.008375735705677,5.736715276641299,4.933880090447751"	"False,False,False"	"436.8405719683838,445.04117011901855,431.04393403503417"	"Open Forest, Other,Open Forest, Other,Open Forest, Other"	"False,False,True"	"360,240,60"	"1499, 1152, 164"	""	""	""	"50.9,47.7,47.3"	"72.1,74.0,70.9"	"59.2,57.5,57.0"	"46.4,45.6,45.2"	"68.4,71.6,68.4"	"59.7,55.5,53.3"	"True"	""	""	""
"700"	"04/21/2010"	"2010-04-21-NKL-0W2-01.IGC"	"VENTUS 2CX"	"4:37:24"	"164523"	"212247"	"HOME"	"426"	"6233[5889]"	"130"	"156"	"26"	"V2cxa's ENL monitor reports Engine Run 5 minutes, starts at T=170443 and: 4944 msl [4456 agl]; Height gain/loss is: -266
V2cxa's ENL monitor reports Engine Run 1 minutes, starts at T=171355 and: 5173 msl [4780 agl]; Height gain/loss is: 17
V2cxa's ENL monitor reports Engine Run 3 minutes, starts at T=172703 and: 5475 msl [5157 agl]; Height gain/loss is: -702
V2cxa's ENL monitor reports Engine Run 2 minutes, starts at T=180639 and: 4888 msl [4705 agl]; Height gain/loss is: -358
V2cxa's ENL monitor reports Engine Run 1 minutes, starts at T=181451 and: 5656 msl [5456 agl]; Height gain/loss is: -394
V2cxa's ENL monitor reports Engine Run 2 minutes, starts at T=182151 and: 4547 msl [4390 agl]; Height gain/loss is: -227
V2cxa's ENL monitor reports Engine Run 1 minutes, starts at T=191823 and: 4681 msl [4452 agl]; Height gain/loss is: -315
V2cxa's ENL monitor reports Engine Run 1 minutes, starts at T=211947 and: 1519 msl [1109 agl]; Height gain/loss is: -368
V2cxa Motor noise registered by ENL sensor at t=['170107', '170135', '170443', '170955', '171043', '171055', '171355', '171455', '172703', '173043', '173559', '173607', '174943', '174951', '180527', '180535', '180551', '180627', '180639', '180851', '181451', '181611', '181847', '181903', '182011', '182023', '182151', '182411', '182935', '183003', '183531', '183543', '183711', '183723', '184323', '184331', '184439', '184519', '185831', '185923', '190135', '190143', '190955', '191015', '191823', '191923', '191935', '192011', '200243', '200251', '203419', '203435', '203511', '203531', '205331', '205347', '205519', '205551', '210539', '210551', '211947', '212055', '212211', '212239'] and [4046, 4219, 4456, 4245, 4321, 4445, 4780, 4800, 5157, 4370, 4416, 4478, 4662, 4846, 4882, 4865, 4794, 4748, 4705, 4353, 5456, 5036, 4724, 4682, 4504, 4491, 4390, 4137, 4780, 4974, 4977, 4948, 4809, 4760, 5413, 5423, 5496, 5275, 5472, 5351, 4643, 4613, 5135, 5065, 4452, 4117, 4091, 3871, 4695, 4698, 4665, 4705, 4586, 4442, 3993, 3993, 3708, 3590, 4941, 5013, 1109, 764, 46, 46]AGL"	"170443,171355,172703,180639,181451,182151,191823,211947"	""	""	"4944,5173,5475,4888,5656,4547,4681,1519"	""	""	"4456.0,4780.0,5157.0,4705.0,5456.0,4390.0,4452.0,1109.0"	""	""	"170107,170135,170443,170955,171043,171055,171355,171455,172703,173043,173559,173607,174943,174951,180527,180535,180551,180627,180639,180851,181451,181611,181847,181903,182011,182023,182151,182411,182935,183003,183531,183543,183711,183723,184323,184331,184439,184519,185831,185923,190135,190143,190955,191015,191823,191923,191935,192011,200243,200251,203419,203435,203511,203531,205331,205347,205519,205551,210539,210551,211947,212055,212211,212239"	""	""	"4046.0,4219.0,4456.0,4245.0,4321.0,4445.0,4780.0,4800.0,5157.0,4370.0,4416.0,4478.0,4662.0,4846.0,4882.0,4865.0,4794.0,4748.0,4705.0,4353.0,5456.0,5036.0,4724.0,4682.0,4504.0,4491.0,4390.0,4137.0,4780.0,4974.0,4977.0,4948.0,4809.0,4760.0,5413.0,5423.0,5496.0,5275.0,5472.0,5351.0,4643.0,4613.0,5135.0,5065.0,4452.0,4117.0,4091.0,3871.0,4695.0,4698.0,4665.0,4705.0,4586.0,4442.0,3993.0,3993.0,3708.0,3590.0,4941.0,5013.0,1109.0,764.0,46.0,46.0"	""	""	"170443"	"Engine_Run_Start"	"ENL"	"2010-04-21 17:04:43"	"1900-01-01 16:45:23"	"2010-04-21 16:59:43"	"2010-04-21 17:04:43"	"4456.0,4780.0,5157.0,4705.0,5456.0,4390.0,4452.0,1109.0"	"0.13333333333333333,0.44333333333333336,0.6766666666666666,-0.5033333333333333,1.3533333333333333,-0.7166666666666667,0.013333333333333334,-1.8933333333333333"	"6.1794435500342875,6.260921037719417,6.036696933885459,8.89281550580401,5.855763910146912,6.278104428397351,6.332070240766897,11.251484104193354"	"False,True,False,False,False,False,False,False"	"491.84910903869627,417.30884575775144,320.24532251556394,183.4569323916626,202.7218675779724,170.63375453353882,232.27474625518798,415.86767110687254"	"Closed Forest, Other,Open Forest, Other,Closed Forest, Other,Open Forest, Other,Open Forest, Other,Closed Forest, Evergreen Needleleaf,Closed Forest, Other,Open Forest, Other"	"True,True,True,True,True,True,True,True"	"300,60,180,120,60,120,60,60"	"-266, 17, -702, -358, -394, -227, -315, -368"	""	""	""	""	""	""	""	""	""	""	""	""	""
"706"	"08/21/2021"	"2021-08-21-CNI-27G-01.IGC"	"VENTUS 3F"	"3:40:52"	"181430"	"215522"	"HOME"	"938"	"7099[6335]"	"286"	"269"	"-17"	"Ventus3F18M's ENL monitor reports Engine Run 5 minutes, starts at T=214558 and: 1564 msl [649 agl]; Height gain/loss is: 847
Ventus3F18M Motor noise registered by ENL sensor at t=['214558', '215118'] and [649, 1529]AGL"	"214558"	""	""	"1564"	""	""	"649.0"	""	""	"214558,215118"	""	""	"649.0,1529.0"	""	""	"214558"	"Engine_Run_Start"	"ENL"	"2021-08-21 21:45:58"	"1900-01-01 18:14:30"	"2021-08-21 21:40:58"	"2021-08-21 21:45:58"	"649.0"	"-2.4166666666666665"	"12.770561344923147"	"False"	"921.8362417370605"	"Shrubs"	"False"	"300"	"847"	""	""	""	"56.0"	"69.1"	"62.4"	"46.3"	"72.9"	"65.8"	"True"	""	""	""
"708"	"06/30/2023"	"2023-06-30-LXV-7EO-01.IGC"	"ASH 31 MI"	" 3:35:36"	"203317"	"853"	"HOME"	"1253"	"9317[7520]"	"382"	"343"	"-39"	"ASH31/21m's ENL monitor reports Engine Run 7 minutes, starts at T=203317 and: 1259 msl [-9 agl]; Height gain/loss is: 2825
ASH31/21m's ENL monitor reports Engine Run 14 minutes, starts at T=233751 and: 2519 msl [1516 agl]; Height gain/loss is: 3790
ASH31/21m Motor noise registered by ENL sensor at t=['203318', '204105', '233751', '235238'] and [-12, 1972, 1516, 3806]AGL"	"203317,233751"	""	""	"1259,2519"	""	""	"-9.0,1516.0"	""	""	"203318,204105,233751,235238"	""	""	"-12.0,1972.0,1516.0,3806.0"	""	""	"233751"	"Engine_Run_Start"	"ENL"	"2023-06-30 23:37:51"	"1900-01-01 20:33:17"	"2023-06-30 23:32:51"	"2023-06-30 23:37:51"	"-9.0,1516.0"	"0.011111111111111112,-1.02"	"0.09417037086028755,7.572913432380563"	"False,False"	"1256.56172,1003.1790065637207"	"Shrubs,Herbaceous vegetation"	"False,True"	"420,840"	"2825, 3790"	"62.63,67.81"	"48.97,50.69"	"85.84,83.34"	"55.6,57.8"	"83.3,86.8"	"65.9,64.3"	"50.3,47.3"	"90.1,85.0"	"69.8,67.3"	"True"	"48.97,50.69"	"85.84,83.34"	"62.63,67.81"
